brand,km_driven,fuel,owner,selling_price
Porsche,109512,Diesel,Fourth Owner,2059244
Volkswagen,21350,Petrol,Fourth Owner,3147327
Mini,243251,Electric,Second Owner,1004369
Audi,104599,Petrol,Second Owner,2658046
Skoda,86397,Diesel,First Owner,4772828
Audi,84509,CNG,Fourth Owner,4031018
Fiat,22769,Diesel,First Owner,1665796
Toyota,183321,CNG,Second Owner,4414307
Mitsubishi,218934,Electric,Third Owner,4254145
Kia,106584,Diesel,Third Owner,4818799
Isuzu,51365,Diesel,Third Owner,2535678
BMW,55185,Diesel,Second Owner,3951878
Chevrolet,138858,Electric,First Owner,383655
Kia,236609,Petrol,Third Owner,803374
Skoda,131525,Petrol,Fourth Owner,2037668
Volvo,137692,CNG,Fourth Owner,1043250
Land Rover,41303,Diesel,Second Owner,1402985
Ford,24589,Petrol,Fourth Owner,1254485
Chevrolet,7882,Electric,Fourth Owner,537747
Land Rover,198320,Diesel,Second Owner,3307314
Mini,185394,CNG,First Owner,504013
Renault,134236,Petrol,Third Owner,2449159
Mitsubishi,160596,Electric,Second Owner,4354031
Nissan,14745,Electric,Fourth Owner,2036093
Mitsubishi,238273,CNG,Third Owner,4524123
Fiat,20861,Petrol,Third Owner,4998933
Porsche,96707,Diesel,Third Owner,2980416
Porsche,227807,Electric,Second Owner,4524246
Mitsubishi,59261,CNG,Third Owner,1846548
Jaguar,138909,Electric,First Owner,2644091
Porsche,79135,Electric,Fourth Owner,2104649
Toyota,217519,Petrol,Second Owner,1481756
Skoda,59380,Petrol,Second Owner,2488962
Jeep,91089,Diesel,Third Owner,4430778
Audi,110025,Electric,Fourth Owner,4856141
Chevrolet,185903,CNG,Third Owner,2167070
Isuzu,225421,Electric,Third Owner,1887059
Skoda,174327,CNG,Second Owner,1120864
Citroen,249497,Electric,First Owner,3879449
Porsche,165592,CNG,Fourth Owner,4489974
Tata,165613,Electric,Fourth Owner,3884175
Lexus,201844,Electric,Fourth Owner,2743537
Nissan,163422,Diesel,Fourth Owner,2792159
Lexus,49397,Petrol,First Owner,4740886
MG,82085,Petrol,Second Owner,2610831
Citroen,68865,CNG,First Owner,149094
Skoda,60956,Electric,Third Owner,4128756
Volkswagen,163525,Electric,Second Owner,1165272
Mitsubishi,198417,Petrol,First Owner,2991938
Isuzu,105727,CNG,Fourth Owner,3656856
Mitsubishi,148978,Diesel,Fourth Owner,4520273
Porsche,19988,Diesel,Second Owner,3529752
Fiat,163795,Diesel,First Owner,2540592
Volvo,38800,Electric,Second Owner,2267456
Maruti,175179,CNG,Fourth Owner,4842543
Toyota,163502,Petrol,First Owner,3097132
Chevrolet,168607,Electric,Fourth Owner,4481158
Chevrolet,204548,Electric,Second Owner,4748450
Honda,92329,Diesel,Second Owner,4050486
Datsun,213870,CNG,Second Owner,395151
Citroen,57284,CNG,Second Owner,4333536
Jeep,61232,Diesel,Second Owner,3736704
Honda,49420,Diesel,Third Owner,4083931
Renault,42710,Diesel,Second Owner,1599537
Chevrolet,208569,Electric,Second Owner,854751
Datsun,97035,Electric,Fourth Owner,2531608
Jaguar,176570,Electric,Second Owner,2861846
Fiat,36283,Petrol,First Owner,224945
Nissan,202241,Petrol,Second Owner,2890404
Volkswagen,208430,CNG,Third Owner,2225636
Chevrolet,198529,Diesel,Second Owner,1664039
Mini,30968,Diesel,Fourth Owner,3243560
Mitsubishi,67508,Electric,First Owner,3753773
Volvo,240863,Petrol,First Owner,4016172
BMW,199292,Diesel,Second Owner,391349
Mahindra,118435,CNG,Second Owner,871603
Force,90366,Diesel,Second Owner,959022
Volkswagen,10738,Electric,Second Owner,2186662
Land Rover,8098,Electric,Fourth Owner,1847404
Porsche,100424,Petrol,Fourth Owner,2127805
Jaguar,209705,CNG,First Owner,2656932
Isuzu,83672,CNG,Second Owner,4577883
BMW,43244,Diesel,Fourth Owner,1886526
Lexus,144325,CNG,Fourth Owner,4933018
Mitsubishi,59333,Diesel,First Owner,1579154
Mahindra,130349,Diesel,First Owner,1555186
Audi,55969,Petrol,Third Owner,4918751
Porsche,95744,CNG,Fourth Owner,2587413
Jeep,206495,Electric,First Owner,3866300
MG,122286,Diesel,Fourth Owner,3625989
Jeep,180483,Diesel,Fourth Owner,1065257
Tata,80028,Diesel,Second Owner,3731062
Mahindra,40421,CNG,Second Owner,3980221
Mahindra,137526,CNG,Second Owner,3255608
Mitsubishi,153594,CNG,Second Owner,4708335
Audi,43575,Diesel,Fourth Owner,4245721
Renault,8192,Electric,Third Owner,3164954
Fiat,116116,Electric,Third Owner,3716446
MG,191340,CNG,Third Owner,4956178
BMW,132874,Electric,Fourth Owner,1448388
Force,86311,Diesel,Third Owner,673467
Jaguar,146474,CNG,Fourth Owner,4031684
Maruti,214682,CNG,First Owner,1089656
Maruti,85781,Diesel,Third Owner,4591212
Kia,41527,CNG,Fourth Owner,3689437
Land Rover,57181,Diesel,First Owner,4713344
Citroen,96472,CNG,Second Owner,2917056
Hyundai,163074,Electric,First Owner,410605
Toyota,86219,CNG,First Owner,2608839
Jeep,148532,CNG,Third Owner,3803158
Toyota,124783,CNG,Second Owner,2241481
Skoda,166554,Petrol,Second Owner,4964392
Porsche,152519,Electric,Third Owner,654001
Isuzu,184300,Diesel,First Owner,3481053
Toyota,88265,Petrol,Fourth Owner,4693872
Maruti,55126,Electric,Third Owner,4813439
Audi,25545,CNG,First Owner,3596438
Datsun,60114,CNG,Fourth Owner,3868598
MG,98740,Diesel,Third Owner,3811763
Tata,211422,Diesel,Third Owner,3013207
Fiat,193873,Electric,Second Owner,1166292
Honda,18890,Electric,Second Owner,4175796
Mercedes,126284,Diesel,Second Owner,2762200
Fiat,57482,Electric,Fourth Owner,878074
Mini,199469,Diesel,Third Owner,3541649
Volvo,137812,CNG,Second Owner,2110889
Toyota,166193,Diesel,Second Owner,105191
MG,147290,Petrol,Third Owner,2009052
Jaguar,76591,Diesel,Fourth Owner,2966196
Force,93241,Diesel,Second Owner,1808152
Skoda,39722,Petrol,First Owner,2657269
Force,54431,Petrol,Fourth Owner,2652111
Chevrolet,187615,Petrol,Second Owner,2075207
Mitsubishi,47000,Petrol,First Owner,1758302
MG,76975,Diesel,Second Owner,4404587
Citroen,35921,Electric,Fourth Owner,169128
Citroen,104265,Petrol,Third Owner,954200
Fiat,93747,CNG,Third Owner,2539499
Renault,166686,Diesel,Fourth Owner,637288
Honda,197261,Electric,Second Owner,2334943
Volkswagen,22601,CNG,Fourth Owner,4080101
Force,98332,Diesel,First Owner,724959
Force,128254,Diesel,Second Owner,569528
Toyota,207615,CNG,Fourth Owner,4961083
Ford,156586,Petrol,Third Owner,3450236
Jeep,219384,Petrol,Fourth Owner,2747843
Audi,203684,CNG,Second Owner,2749738
Renault,226958,Electric,Fourth Owner,2420916
Chevrolet,124004,Petrol,Third Owner,3020949
Isuzu,240572,Diesel,First Owner,3073157
Renault,152364,Diesel,Fourth Owner,4233777
Audi,167582,Electric,Fourth Owner,4367075
Tata,33000,Diesel,First Owner,2122440
Toyota,135439,Petrol,Fourth Owner,4269494
Datsun,244691,Electric,Third Owner,2235208
Datsun,124277,Petrol,First Owner,419109
Porsche,35383,Electric,Third Owner,3620490
Skoda,147857,CNG,Third Owner,2785677
Hyundai,45910,Diesel,Third Owner,2339419
Kia,175100,Electric,Second Owner,4202606
Kia,160927,CNG,First Owner,2092306
Datsun,29281,Petrol,Second Owner,3321930
Toyota,118838,CNG,Second Owner,972347
MG,9841,Petrol,Fourth Owner,655997
Isuzu,102204,Electric,First Owner,4270034
Land Rover,65155,Electric,Fourth Owner,2686722
Audi,162990,Diesel,Second Owner,3106584
Fiat,61313,Diesel,Fourth Owner,1524010
Maruti,116688,Electric,Third Owner,2354077
Isuzu,153515,Petrol,Second Owner,1379379
Isuzu,168322,Petrol,Third Owner,1039501
Lexus,137994,Electric,First Owner,2364094
Isuzu,36976,Petrol,Fourth Owner,4352833
Nissan,148063,Electric,Second Owner,2522667
BMW,109405,Diesel,First Owner,1600315
BMW,58744,Petrol,Third Owner,1838050
Kia,158805,Diesel,Fourth Owner,3156244
Mercedes,7473,CNG,Fourth Owner,4018771
Mini,144180,Diesel,Second Owner,3045868
Porsche,33715,CNG,Fourth Owner,4402347
Volvo,249826,Diesel,Fourth Owner,770528
Ford,244419,Diesel,Third Owner,4209107
MG,168282,Petrol,Third Owner,3207134
Datsun,42317,Diesel,Third Owner,222793
Ford,70516,Electric,First Owner,1209839
Datsun,169434,Petrol,First Owner,404347
Mitsubishi,59604,Petrol,Fourth Owner,1415302
Mahindra,9889,Petrol,First Owner,4585930
Maruti,225629,Diesel,Second Owner,927908
Mahindra,78748,Petrol,Third Owner,3015456
Ford,36971,CNG,First Owner,182754
Kia,55551,CNG,Fourth Owner,1558799
Porsche,139273,Diesel,Third Owner,2292515
Datsun,242230,Petrol,First Owner,4407499
Force,241139,Electric,Third Owner,2917742
Audi,113957,Electric,First Owner,2486301
Tata,94882,CNG,Fourth Owner,339831
Porsche,42958,Diesel,First Owner,393619
Land Rover,215323,Diesel,First Owner,4327987
Kia,10681,Diesel,First Owner,4371114
Lexus,106982,Diesel,Third Owner,2558779
Fiat,51870,Diesel,First Owner,3485551
Maruti,133396,Petrol,First Owner,1904311
Skoda,218328,Petrol,First Owner,600518
Datsun,72203,Petrol,Third Owner,2449942
Land Rover,164224,Electric,Fourth Owner,2945362
Volkswagen,55061,Petrol,Fourth Owner,4205726
Hyundai,193691,Diesel,Fourth Owner,4556035
Jaguar,63235,Diesel,First Owner,392432
Audi,209812,Electric,Third Owner,737168
Land Rover,42890,Electric,Fourth Owner,4319986
Kia,95073,CNG,Fourth Owner,2788565
Porsche,66401,Electric,Fourth Owner,3931897
MG,16217,CNG,Second Owner,4545898
Honda,53351,Petrol,Third Owner,807102
Audi,38741,Diesel,Second Owner,4222816
Skoda,156726,CNG,First Owner,3909891
MG,197386,CNG,Fourth Owner,414716
Kia,6408,CNG,First Owner,3103480
BMW,47903,Electric,Third Owner,3091477
Ford,220280,Electric,First Owner,3813169
Isuzu,112042,Electric,First Owner,2770097
Maruti,248725,CNG,Fourth Owner,1374182
Kia,137290,Petrol,Third Owner,1983216
Force,186644,Diesel,First Owner,4954247
Isuzu,194870,Electric,Second Owner,1027832
Skoda,237753,Petrol,Fourth Owner,1235750
Toyota,127189,Electric,Second Owner,4202345
Force,114268,Electric,Fourth Owner,4612683
MG,35105,CNG,First Owner,3162098
Toyota,74634,CNG,Fourth Owner,3983086
Jeep,122426,Electric,First Owner,826548
Hyundai,201135,Diesel,Second Owner,4573209
Fiat,143691,Electric,First Owner,4802372
Mini,148011,Diesel,Fourth Owner,1899707
Porsche,23226,Petrol,Fourth Owner,4918042
Hyundai,30322,Electric,Fourth Owner,912071
Kia,122504,Diesel,Second Owner,4493128
BMW,63215,Petrol,Third Owner,1973225
Mahindra,152950,Petrol,Second Owner,969815
Mitsubishi,142632,CNG,First Owner,1166476
Lexus,174350,Petrol,First Owner,3604481
Mitsubishi,172284,CNG,Second Owner,1578983
Land Rover,99835,Petrol,Second Owner,4210833
Lexus,78079,Petrol,First Owner,511126
Force,28946,Diesel,First Owner,455866
Renault,167812,Diesel,First Owner,2322424
Chevrolet,115733,CNG,Third Owner,1067444
Audi,12253,Electric,Third Owner,4677656
Citroen,84311,Diesel,Second Owner,1466449
Citroen,37813,Petrol,Second Owner,4558996
Volvo,200403,CNG,Third Owner,1589416
Lexus,163704,CNG,Fourth Owner,1751249
Jeep,53365,CNG,Third Owner,1087648
Tata,72593,Petrol,Second Owner,4778147
Isuzu,169503,Diesel,Third Owner,3620003
Nissan,173508,Electric,Fourth Owner,483472
Porsche,154485,CNG,Second Owner,1024249
Ford,231833,Petrol,First Owner,4199062
Lexus,43485,Diesel,Second Owner,268602
Ford,204304,Diesel,Third Owner,3669166
Mahindra,116504,Electric,Third Owner,2976959
Land Rover,21101,CNG,Fourth Owner,2075720
Force,13831,Petrol,Third Owner,264806
Mahindra,220655,Diesel,Fourth Owner,810588
Force,56897,Petrol,Second Owner,1015388
Audi,10004,Diesel,Third Owner,813067
Isuzu,224313,CNG,Second Owner,3614990
Volkswagen,50924,CNG,First Owner,1206888
Audi,157581,Electric,First Owner,3228975
Fiat,42170,Diesel,Fourth Owner,2520161
Force,48555,Petrol,Third Owner,220201
Volkswagen,150734,Diesel,Second Owner,3147064
Honda,123115,Petrol,Second Owner,4015345
Volvo,109216,Electric,Third Owner,295297
Mahindra,70930,Diesel,Second Owner,3034935
Citroen,183475,CNG,Third Owner,3429853
Fiat,41365,Petrol,Third Owner,2408802
Volkswagen,67188,CNG,First Owner,2301526
Honda,212132,Electric,Third Owner,4725673
BMW,103633,Electric,Second Owner,544854
Kia,162745,Petrol,Third Owner,1304373
Volkswagen,68471,Diesel,First Owner,1051181
BMW,153228,CNG,First Owner,3978344
Nissan,62287,CNG,Fourth Owner,4283909
Fiat,137717,Petrol,Second Owner,1546509
Volvo,64076,Petrol,Third Owner,577326
Honda,230657,Petrol,Second Owner,2275923
Mercedes,121475,Electric,Second Owner,3110613
Mercedes,211423,Electric,Third Owner,711147
Lexus,55151,CNG,First Owner,3727945
Isuzu,72384,Diesel,Second Owner,4939975
Jaguar,104865,Petrol,Fourth Owner,3847524
Volkswagen,38541,Electric,Second Owner,3378665
Toyota,77847,Diesel,First Owner,4786122
Volvo,223171,Petrol,Fourth Owner,4280659
Land Rover,216811,Diesel,Fourth Owner,4781023
Honda,55955,Petrol,Fourth Owner,3434241
Nissan,145362,Diesel,Fourth Owner,3207965
Mercedes,236426,CNG,Third Owner,2961113
Lexus,195014,Petrol,Third Owner,792942
Renault,218739,Petrol,Third Owner,4373436
Nissan,166215,CNG,Fourth Owner,3497622
Honda,160581,Petrol,First Owner,327993
Renault,92780,Petrol,Second Owner,1037410
Tata,172813,Electric,Fourth Owner,164761
Citroen,162970,CNG,First Owner,157276
Chevrolet,104919,Electric,Second Owner,3483266
Nissan,117854,CNG,Fourth Owner,2563089
Land Rover,221746,Diesel,Second Owner,2825829
Mitsubishi,199020,CNG,Third Owner,1878509
Audi,66768,CNG,Third Owner,3839737
Volkswagen,48262,Electric,Third Owner,4122176
Audi,141578,Petrol,First Owner,1275304
BMW,25605,CNG,Third Owner,4183231
Hyundai,83590,Petrol,First Owner,3117813
Tata,33231,CNG,Third Owner,4722393
Porsche,84397,Electric,Third Owner,4725464
Mini,82123,CNG,Third Owner,3062825
Jeep,18515,Diesel,First Owner,4117176
Ford,92211,CNG,Second Owner,1378141
Kia,174694,CNG,First Owner,1243682
Maruti,21600,Petrol,Fourth Owner,548224
Mahindra,163964,Petrol,Fourth Owner,3403342
Skoda,219351,Diesel,First Owner,1128278
Renault,74310,CNG,First Owner,4380473
Chevrolet,157873,Petrol,Second Owner,3234732
Mercedes,173767,CNG,First Owner,3112513
Mini,164925,Electric,Third Owner,902069
Jeep,140501,Electric,Second Owner,4903923
Mitsubishi,140678,Diesel,First Owner,2796214
MG,140550,Electric,First Owner,4686927
Kia,119380,Petrol,Fourth Owner,2945197
Mitsubishi,219888,Petrol,Second Owner,1067261
Jeep,176206,Diesel,Fourth Owner,3754998
Citroen,206035,CNG,First Owner,4604627
Isuzu,116780,Petrol,Second Owner,4696776
Chevrolet,206969,Electric,Third Owner,1203523
Renault,161547,Petrol,First Owner,3115173
Chevrolet,71177,Diesel,First Owner,2406185
Tata,157802,Electric,Fourth Owner,3857154
Toyota,157185,Electric,Third Owner,1949684
Mitsubishi,156083,Electric,First Owner,3202011
Lexus,60746,Diesel,Fourth Owner,3592064
Skoda,128075,Diesel,Fourth Owner,407672
BMW,178925,CNG,First Owner,1036197
Volkswagen,90195,CNG,Second Owner,4400516
Ford,41818,CNG,First Owner,4450977
Skoda,173393,Diesel,Third Owner,1109680
Mitsubishi,26309,Electric,First Owner,301047
MG,154760,Electric,Second Owner,768587
Datsun,33176,Petrol,Fourth Owner,3551573
Nissan,73879,CNG,Third Owner,4520429
Skoda,72592,Electric,Third Owner,3317653
Chevrolet,89728,Electric,Third Owner,4618873
Citroen,225084,Electric,Third Owner,1635903
MG,145488,Electric,Second Owner,996156
Force,176066,Diesel,Second Owner,3815245
Citroen,202494,CNG,Second Owner,4117638
Mitsubishi,13584,Electric,Second Owner,3008852
Citroen,129555,Electric,Fourth Owner,4824892
Volvo,98302,Electric,First Owner,2411418
Mini,127408,Electric,Second Owner,1712798
Force,23830,Petrol,First Owner,256892
Volkswagen,221897,Electric,Third Owner,428017
Tata,82066,Electric,Fourth Owner,3150718
Mercedes,8591,Electric,Fourth Owner,2947954
Jaguar,98878,Petrol,First Owner,2115568
Citroen,130407,Diesel,First Owner,2079525
Maruti,121869,Petrol,First Owner,1674731
Toyota,26395,Electric,Fourth Owner,3704974
Chevrolet,190254,Diesel,Second Owner,4162390
Mitsubishi,21738,Electric,Fourth Owner,3778368
Hyundai,138703,Diesel,Second Owner,2854548
Renault,153977,Electric,Third Owner,4833314
Honda,24056,Electric,Second Owner,2344410
Isuzu,245746,Diesel,First Owner,1518723
Mercedes,126656,Diesel,Second Owner,3201659
BMW,120316,Electric,Second Owner,2970760
Renault,225154,Petrol,Fourth Owner,3337215
Mini,171519,Petrol,First Owner,2985865
Renault,59418,Petrol,Third Owner,2293383
Audi,42190,Petrol,Second Owner,3681772
Datsun,31014,Diesel,Third Owner,2635155
Nissan,209071,Diesel,First Owner,996408
Nissan,243989,Petrol,Second Owner,158054
Ford,186350,CNG,Fourth Owner,2605162
Mitsubishi,130563,CNG,Third Owner,2554980
Jaguar,6780,CNG,Fourth Owner,3883068
Porsche,227715,Electric,Third Owner,4258481
MG,195330,Petrol,First Owner,4478695
Volkswagen,233195,Electric,Second Owner,1035934
MG,47192,Diesel,Third Owner,1494838
Hyundai,195372,Diesel,Fourth Owner,3707657
Mahindra,109875,CNG,Third Owner,1307818
Lexus,226576,CNG,Third Owner,612719
Nissan,104129,Diesel,Third Owner,589355
MG,48923,CNG,Third Owner,2821921
Volkswagen,94196,CNG,Third Owner,3463221
Kia,7395,Diesel,Third Owner,3975351
Volkswagen,107449,Electric,Fourth Owner,2015076
Nissan,126747,CNG,Third Owner,664116
MG,233456,Electric,Third Owner,3599053
Volkswagen,151851,CNG,Third Owner,1193905
Mitsubishi,76028,Petrol,Second Owner,1342854
Lexus,165794,Electric,First Owner,4450084
Skoda,143183,Electric,First Owner,4048116
Volvo,247463,CNG,First Owner,1136654
Honda,146056,Electric,Fourth Owner,598488
Audi,233624,Petrol,Fourth Owner,1998764
Land Rover,98176,Diesel,Fourth Owner,203250
Isuzu,208400,Petrol,Third Owner,3456068
Chevrolet,31924,Diesel,First Owner,3857980
Chevrolet,188775,Petrol,Third Owner,2725529
Porsche,37577,Petrol,Second Owner,917220
Nissan,143783,Electric,First Owner,2814399
Kia,90548,Petrol,Second Owner,1640453
Mini,235941,CNG,Second Owner,179535
Tata,238043,CNG,Third Owner,3742753
Maruti,130093,CNG,First Owner,3495908
Volvo,240835,CNG,Second Owner,3844494
Skoda,140168,Electric,First Owner,3654784
Lexus,71555,CNG,Second Owner,2855762
Porsche,94848,Petrol,Second Owner,4028319
Lexus,211084,CNG,Third Owner,4493170
Mini,13254,Electric,First Owner,1387054
Porsche,130410,Diesel,Third Owner,4262119
Volvo,234027,Petrol,Third Owner,2975968
MG,213192,Petrol,Third Owner,4349813
Kia,142037,Electric,Third Owner,2994352
Lexus,213072,Diesel,Third Owner,1535471
Citroen,214047,CNG,Second Owner,3205920
Citroen,194059,Diesel,First Owner,2055842
Citroen,108025,Petrol,First Owner,4676126
Force,135509,Petrol,Third Owner,4211231
Maruti,242784,Petrol,First Owner,4999909
Volvo,37963,Diesel,Second Owner,2453203
Citroen,230048,CNG,Third Owner,2507801
Force,8273,Petrol,Fourth Owner,4072866
Jaguar,20330,Electric,Fourth Owner,2998506
Fiat,157566,CNG,Second Owner,682149
Datsun,81422,Petrol,Second Owner,3139973
Jeep,127089,CNG,Fourth Owner,626765
Ford,8212,Electric,Third Owner,1416857
Isuzu,237131,Diesel,Second Owner,2295498
Honda,219513,Petrol,Fourth Owner,2325975
Hyundai,92594,Electric,Third Owner,2628965
Honda,137152,Petrol,Second Owner,3385395
Mercedes,37675,Petrol,First Owner,256974
Renault,27007,Diesel,First Owner,995144
BMW,118805,Diesel,First Owner,4468485
Nissan,87641,CNG,Third Owner,1735903
Datsun,100815,Electric,Second Owner,3952890
Lexus,51815,Electric,Fourth Owner,4651097
Citroen,88482,Diesel,Second Owner,4020121
Porsche,5639,Petrol,First Owner,3998550
Porsche,68593,CNG,First Owner,2409421
Renault,83038,Diesel,Third Owner,2771469
Citroen,239566,CNG,Fourth Owner,3542526
Renault,98899,CNG,Third Owner,2395063
Honda,8736,Electric,Fourth Owner,4738412
Citroen,21473,CNG,Second Owner,2018040
Nissan,133771,Electric,Third Owner,1660356
Chevrolet,130801,Petrol,Third Owner,2655304
Mercedes,170091,Petrol,Third Owner,1437194
Kia,112598,Diesel,First Owner,1770273
Lexus,91623,Petrol,First Owner,221483
Lexus,230097,Electric,Fourth Owner,1651548
Porsche,41820,CNG,Second Owner,4196567
Land Rover,220933,CNG,Third Owner,654829
Isuzu,62589,Petrol,First Owner,4631364
Mercedes,201879,Electric,Third Owner,2584771
Land Rover,23414,CNG,Fourth Owner,1379305
Mitsubishi,132378,Petrol,Fourth Owner,191092
Tata,29220,Electric,Second Owner,2857477
Maruti,65531,Electric,Fourth Owner,4416704
BMW,115002,CNG,Third Owner,3182863
Lexus,178497,Diesel,Second Owner,2607130
Volvo,14387,Diesel,Second Owner,264033
Lexus,81815,Electric,First Owner,4717462
Skoda,32584,Electric,Third Owner,3255935
Skoda,49783,Petrol,Fourth Owner,4128131
Lexus,175881,Electric,First Owner,2401638
Datsun,190399,Petrol,Third Owner,4702334
Nissan,129494,Petrol,Third Owner,3937056
Skoda,120814,Petrol,Second Owner,1239261
MG,135752,Electric,Second Owner,1780897
Lexus,243084,Electric,Third Owner,4833770
Volkswagen,146929,Petrol,First Owner,388100
Maruti,178333,CNG,Second Owner,1082187
Land Rover,78588,Electric,Second Owner,3775007
Mitsubishi,153067,Diesel,Third Owner,2848932
Audi,18580,CNG,Third Owner,4576764
Lexus,23240,Diesel,Second Owner,2050160
Force,88446,Electric,First Owner,4089292
Nissan,211824,CNG,Second Owner,2985194
Kia,109533,Electric,Third Owner,3156228
MG,182183,Electric,Second Owner,2323244
Mini,226519,CNG,Third Owner,3655932
Volvo,170938,Electric,Second Owner,4491532
Volkswagen,85974,CNG,Third Owner,1466345
Mercedes,78401,Electric,Third Owner,4117880
Volvo,218165,Petrol,First Owner,581674
Mahindra,148283,Diesel,Third Owner,2164539
Audi,195057,Petrol,Second Owner,4662912
MG,169340,Electric,Third Owner,2015942
Renault,8646,Electric,Fourth Owner,3470265
Jaguar,191443,Electric,Second Owner,816615
Force,47816,Petrol,First Owner,598201
BMW,94460,Electric,Second Owner,2213055
Force,49112,CNG,First Owner,2205222
Tata,56048,Diesel,Fourth Owner,2580674
Land Rover,190983,Electric,First Owner,1015733
Nissan,211518,Electric,Third Owner,2554257
Mitsubishi,137850,Diesel,Fourth Owner,4552757
Land Rover,50752,Diesel,Fourth Owner,1968845
Isuzu,221049,Diesel,First Owner,1177996
Mercedes,75726,Petrol,Second Owner,3084707
Renault,216912,Petrol,First Owner,1424302
Nissan,241373,Electric,First Owner,4373707
Nissan,163361,Diesel,Fourth Owner,4763283
Jeep,49788,Electric,Third Owner,3091270
Lexus,9747,Electric,Second Owner,872296
Jaguar,210894,Electric,First Owner,1814921
Ford,5045,Petrol,Third Owner,3262835
Porsche,231350,Diesel,Third Owner,1221647
Land Rover,12758,Electric,Second Owner,4200820
Citroen,130076,Petrol,Third Owner,2082550
Jeep,159509,CNG,First Owner,4973745
Citroen,155657,CNG,Fourth Owner,631134
Tata,234831,Electric,Third Owner,2965971
Hyundai,145926,Electric,Fourth Owner,4101845
Mitsubishi,188148,Diesel,Second Owner,4610437
Isuzu,61950,Diesel,Second Owner,1524053
MG,153421,Electric,Third Owner,1396819
Tata,232300,Petrol,Fourth Owner,4756978
BMW,157420,Electric,First Owner,3079664
Skoda,170368,Diesel,Fourth Owner,3605473
Mitsubishi,237352,Diesel,Third Owner,4649049
Fiat,24455,Petrol,Fourth Owner,3036263
BMW,214896,Electric,Fourth Owner,2549480
BMW,190093,Diesel,Second Owner,2725194
Nissan,207995,Electric,Third Owner,2713218
Skoda,236897,Diesel,Fourth Owner,2994771
Chevrolet,175365,CNG,Third Owner,1054637
Hyundai,235502,CNG,First Owner,2451322
Mercedes,93552,CNG,Third Owner,476455
Honda,51116,Diesel,First Owner,1738946
Lexus,125461,Petrol,Third Owner,1392595
Land Rover,45484,CNG,Third Owner,1900071
Honda,166287,Diesel,Fourth Owner,1153092
Maruti,86638,Electric,Fourth Owner,4841968
Mini,139476,CNG,First Owner,3073260
Volvo,173332,Petrol,First Owner,2527341
MG,105647,Petrol,Second Owner,1193544
Jeep,70642,Petrol,Fourth Owner,2062568
Jaguar,216803,Electric,First Owner,2223517
Fiat,51009,Electric,Fourth Owner,2352683
Mini,228761,Petrol,Third Owner,1086709
Nissan,133824,Petrol,Second Owner,4390404
Honda,34605,Petrol,Fourth Owner,577617
Datsun,115879,Electric,Fourth Owner,4273158
Maruti,189277,Electric,Fourth Owner,2253502
Toyota,173641,Diesel,Fourth Owner,3786604
Mitsubishi,125827,CNG,First Owner,1294688
Nissan,10580,Electric,First Owner,1821061
Jeep,119902,Petrol,Second Owner,883540
Citroen,10400,CNG,Third Owner,3407559
Datsun,175715,Electric,Third Owner,2028614
Skoda,232257,CNG,Second Owner,4891177
Hyundai,101032,Diesel,Third Owner,2103111
Mitsubishi,132319,Electric,First Owner,4613437
Renault,222245,Petrol,Fourth Owner,4561185
Hyundai,111960,Petrol,Third Owner,2540859
Fiat,44015,Diesel,Fourth Owner,896447
Volvo,76713,Diesel,Fourth Owner,1971973
Lexus,208877,Diesel,First Owner,246167
Volvo,151046,Diesel,Fourth Owner,1294701
Mitsubishi,150109,Diesel,Third Owner,1525496
Renault,220364,Electric,First Owner,1105912
Porsche,152239,Electric,Second Owner,262591
Volvo,93754,CNG,First Owner,1474106
Tata,226775,Diesel,Third Owner,2176087
Maruti,48148,Petrol,First Owner,2305854
Mahindra,208225,Petrol,Third Owner,938769
Volvo,157606,Diesel,Third Owner,2214400
Maruti,227067,Diesel,First Owner,3627231
Hyundai,127790,Diesel,Third Owner,978624
Renault,91078,Diesel,Second Owner,1951949
Kia,61879,Diesel,Third Owner,2079168
Mercedes,124894,Petrol,Second Owner,4642659
Lexus,70839,CNG,Second Owner,640412
MG,34756,Diesel,Third Owner,2690493
Hyundai,148755,Diesel,Fourth Owner,628107
Mitsubishi,185557,Diesel,Second Owner,4851293
Fiat,234303,Electric,Second Owner,4671743
Nissan,147097,Petrol,First Owner,1256323
BMW,222498,Petrol,Second Owner,4772361
Land Rover,154787,CNG,Second Owner,398747
Isuzu,206169,Electric,Second Owner,4941449
BMW,234455,Electric,Second Owner,893941
Tata,238139,Electric,Fourth Owner,1138858
Renault,97943,CNG,Second Owner,3810991
Skoda,223188,CNG,Third Owner,3019277
Audi,211777,CNG,Fourth Owner,4238373
Mahindra,153188,Electric,Second Owner,3587913
Mahindra,41744,Petrol,Third Owner,4135472
Datsun,129697,Electric,Third Owner,2790089
Mitsubishi,223651,CNG,Fourth Owner,4398761
Jaguar,121072,Electric,Fourth Owner,2539597
MG,138196,Diesel,Third Owner,135022
Citroen,241028,Electric,Fourth Owner,452769
Mini,174123,Electric,Fourth Owner,672995
Jaguar,12176,Petrol,First Owner,3432055
Fiat,96310,Petrol,Fourth Owner,1701572
Tata,200890,Petrol,First Owner,3021983
Volkswagen,154748,Diesel,Fourth Owner,606035
